turbidity,source,taste,odour,colour,result
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  . And presence of  Gasoline fuel petrol hydro carbons solvent odors Foaming     Agents  and air bubbles
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  natural dissolved organic acids such as tannins and ligninsGasoline fuel petrol hydro carbons and solvent odors .
High,Lake,Metalic,Rotten Egg,Red-Brown,As per  given details the water consists sulfur bacteria or hydrogen sulfide and it is   in state of  during or before  decomposition of algae
High,Lake,Metalic,Rotten Egg,Black-Dark Brownn,As per given details the water consists sulfur bacteria or hydrogen sulfide  manganese in drinking water and  presence of  organic matter
High,Lake,Metalic,Rotten Egg,Yellow-Brown,As per given details the water consists sulfur bacteria or hydrogen sulfide.Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,Lake,Metalic,Rotten Egg,Blue-Green,As per given details the water consists sulfur bacteria or hydrogen sulfidecontact of  water  with copper
High,Lake,Metalic,Rotten Egg,White,As per given details the water consists sulfur bacteria or hydrogen sulfide.Foaming Agents .air bubbles
High,Lake,Metalic,Rotten Egg,Black,As per given details the water consists sulfur bacteria or hydrogen sulfide .  manganese in drinking water and  presence of  organic matter
High,Lake,Metalic,Rotten Egg,Brown,As per given details the water consistes sulfur bacteria or hydrogen sulfide  iron in water
High,Lake,Metalic,Rotten Egg,Orange,As per given details the water consists sulfur bacteria or hydrogen sulfide.And natural dissolved organic matter (e.g. tannins) may result when rainwater or runoff leaches this organic matter from leaves roots and other vegetative matter
High,Lake,Metalic,Rotten Egg,Cloudy-White,As per  given details the water consistes sulfur bacteria or hydrogen sulfide.Foaming Agents .air bubbles
High,Lake,Metalic,Rotten Egg,Yellow,As per  given details the water consists sulfur bacteria or hydrogen sulfide.natural dissolved organic acids such as tannins and lignins
High,Lake,Metalic,Sulphur,Red-Brown,As per  given details the water consists sulfur bacteria or hydrogen sulfide and it is   in state of  during or before  decomposition of algae
High,Lake,Metalic,Sulphur,Black-Dark Brownn,As per  given details the water consistes sulfur bacteria or hydrogen sulfide and  manganese in drinking water and organic matter
High,Lake,Metalic,Sulphur,Yellow-Brown,As per  given details the water consists sulfur bacteria or hydrogen sulfide.Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,Lake,Metalic,Sulphur,Blue-Green,As per  given details the water consistes sulfur bacteria or hydrogen sulfidecontact of  water  with copper
High,Lake,Metalic,Sulphur,White,As per  given details the water consistes sulfur bacteria or hydrogen sulfide.Foaming Agents .air bubbles
High,Lake,Metalic,Sulphur,Black,As per  given details the water consists sulfur bacteria or hydrogen sulfide .  manganese in drinking water and organic matter
High,Lake,Metalic,Sulphur,Brown,As per  given details the water consists sulfur bacteria or hydrogen sulfide  iron in water
High,Lake,Metalic,Sulphur,Orange,As per  given details the water consists sulfur bacteria or hydrogen sulfide.And natural dissolved organic matter (e.g. tannins) may result when rainwater or runoff leaches this organic matter from leaves roots and other vegetative matter.
High,Lake,Metalic,Sulphur,Cloudy-White,As per  given details the water consists sulfur bacteria or hydrogen sulfide.Foaming Agents air bubbles
High,Lake,Metalic,Sulphur,Yellow,As per  given details the water consists sulfur bacteria or hydrogen sulfide.And natural dissolved organic matter (e.g. tannins) may result when rainwater or runoff leaches this organic matter from leaves roots and other vegetative matter
High,Lake,Metalic,Fishy,Red-Brown,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called Chloramine  and  in the  state of  during or before  decomposition of algae .
High,Lake,Metalic,Fishy,Black-Dark Brownn,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called Chloramine manganese in drinking water and organic matter
High,Lake,Metalic,Fishy,Yellow-Brown,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called ChloramineNaturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,Lake,Metalic,Fishy,Blue-Green,As per  given  details   the water consistes combination of chlorine and ammonia which together create a compound called Chloramine may   be contact of  water  with copper  or corried   water
High,Lake,Metalic,Fishy,White,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called Chloramine.Foaming Agents air bubbles
High,Lake,Metalic,Fishy,Black,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called Chloraminemanganese in drinking water and organic matter
High,Lake,Metalic,Fishy,Brown,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called Chloramineiron contents in water
High,Lake,Metalic,Fishy,Orange,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called Chloramine.And natural dissolved organic matter (e.g. tannins) may result when rainwater or runoff leaches this organic matter from leaves roots and other vegetative matter.
High,Lake,Metalic,Fishy,Cloudy-White,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called Chloramine.Foaming Agents air bubbles.
High,Lake,Metalic,Fishy,Yellow,As per  given  details   the water consists combination of chlorine and ammonia which together create a compound called Chloramine.And natural dissolved organic matter (e.g. tannins) may result when rainwater or runoff leaches this organic matter from leaves roots and other vegetative matter
